C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_30_158.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_30_158.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_30_158.jpg, 0, 0, 0, 8.215909E-05
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_30_260.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_30_260.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_30_260.jpg, 0, 0, 0, 7.787684E-05
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_30_366.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_30_366.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_30_366.jpg, 0, 0, 0, 7.783256E-05
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_30_471.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_30_471.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_30_471.jpg, 0, 0, 0, 7.792019E-05
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_30_576.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_30_576.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_30_576.jpg, 0, 0, 0, 8.073908E-05
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_30_677.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_30_677.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_30_677.jpg, 0, 0.1373688, 0, 0.06063122
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_30_778.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_30_778.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_30_778.jpg, 0, 0.4400556, 0, 0.4352048
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_30_881.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_30_881.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_30_881.jpg, 0, 0.7490534, 0, 1.124074
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_30_985.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_30_985.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_30_985.jpg, 0, 1, 0, 2.179264
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_31_087.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_31_087.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_31_087.jpg, 0, 1, 0, 3.354898
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_31_189.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_31_189.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_31_189.jpg, -0.1189089, 1, 0, 4.526466
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_31_293.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_31_293.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_31_293.jpg, -0.4715406, 1, 0, 5.880874
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_31_399.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_31_399.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_31_399.jpg, -0.3109224, 1, 0, 7.014983
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_31_500.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_31_500.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_31_500.jpg, -0.00844772, 1, 0, 8.147794
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_31_601.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_31_601.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_31_601.jpg, 0, 1, 0, 9.269761
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_31_706.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_31_706.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_31_706.jpg, 0, 1, 0, 10.38412
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_31_806.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_31_806.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_31_806.jpg, 0, 1, 0, 11.58651
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_31_907.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_31_907.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_31_907.jpg, 0, 1, 0, 12.56114
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_32_008.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_32_008.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_32_008.jpg, 0, 1, 0, 13.74387
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_32_114.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_32_114.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_32_114.jpg, -0.1276854, 1, 0, 15.03508
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_32_216.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_32_216.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_32_216.jpg, -0.4335414, 1, 0, 15.82736
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_32_316.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_32_316.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_32_316.jpg, -0.133474, 1, 0, 17.06613
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_32_418.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_32_418.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_32_418.jpg, -0.2290915, 1, 0, 17.89797
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_32_519.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_32_519.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_32_519.jpg, 0, 1, 0, 19.09652
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_32_623.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_32_623.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_32_623.jpg, -0.2913411, 1, 0, 19.96489
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_32_724.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_32_724.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_32_724.jpg, -0.5763954, 1, 0, 20.92301
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_32_829.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_32_829.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_32_829.jpg, -0.773174, 1, 0, 21.58483
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_32_931.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_32_931.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_32_931.jpg, -0.6245255, 1, 0, 22.74956
C:\Users\User\Downloads\simulator-windows-64\IMG\center_2024_08_17_16_18_33_034.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\left_2024_08_17_16_18_33_034.jpg, C:\Users\User\Downloads\simulator-windows-64\IMG\right_2024_08_17_16_18_33_034.jpg, -0.494027, 1, 0, 23.72535
